id,team_name,player_name,angle,distance,under_pressure,body_part_name_Other,body_part_name_foot,shot_first_time,shot_deflected,shot_open_goal,shot_follows_dribble,shot_one_on_one,position_category,goal
5d585edf-d8ab-469c-b9ca-a6253faaa793,Australia,Craig Goodwin,38.59564727361586,25.589060162499127,0,0,1,1,0,0,0,0,Midfielder,0
2f0bd31e-adca-4b9e-96ea-5a64e1d9ce2e,Australia,Aziz Eraltay Behich,35.88213724620418,9.808159868191387,0,0,1,0,0,0,0,0,Defender,0
0b0970d0-4cfa-4f0c-aff3-210cb296226a,Australia,Ajdin Hrustic,32.415547329858676,21.810318658836696,1,0,1,0,0,0,0,0,Midfielder,0
fbbcbd30-78e7-4627-9714-bdf463a6c12e,Argentina,Lautaro Javier Martínez,46.432096184164635,14.345033983926285,0,0,1,1,0,0,0,0,Forward,0
e48ce4af-0f98-4004-b235-e115cefa6bac,Argentina,Lautaro Javier Martínez,33.15360586678055,13.060245020672474,0,0,1,1,0,0,0,0,Forward,0
8779a120-92be-4bef-b143-a0e91aa68bfb,Argentina,Lautaro Javier Martínez,36.95390899254759,11.68118144709687,0,0,1,0,0,0,0,0,Forward,0
36dc8c71-010d-4cfb-8427-774a6e556620,Argentina,Lionel Andrés Messi Cuccittini,38.38653951768524,17.447062790051515,0,0,1,0,0,0,0,0,Forward,0
1ec1a0e0-f57f-4390-879a-872cdc7be137,Argentina,Exequiel Alejandro Palacios,31.626990605875946,17.497714136423657,0,0,1,0,0,0,0,0,Midfielder,0
015c52d6-b1c1-45c2-b450-75238519b983,Argentina,Lionel Andrés Messi Cuccittini,0.0,17.799999999999997,1,0,1,0,0,0,0,0,Forward,0
6c7be4e1-edc2-4255-951e-1b21ee426a72,Argentina,Lautaro Javier Martínez,38.17884763521564,12.80351514233494,0,0,1,0,1,0,0,0,Forward,0
9fddcb1c-e704-48ad-a1e4-1bd6318e9cd0,Argentina,Lionel Andrés Messi Cuccittini,12.439562018846553,13.599999999999994,0,0,1,1,0,0,0,0,Forward,0
e0cbd7b9-8daf-45c3-8d36-967f5ff74080,Australia,Garang Kuol,53.7197465062373,8.761849119906143,0,0,1,0,0,0,0,0,Forward,0
f0cb1d2a-2a77-42a6-be8c-4fa4187bed6a,Australia,Riley McGree,14.56576424655659,25.532724100651702,0,0,1,0,0,0,0,0,Forward,0
701998cd-e517-4ebd-a496-419fe51d4a12,Denmark,Jesper Lindstrøm,21.50143432404789,9.900000000000006,0,0,1,1,0,0,0,0,Forward,0
4c71ffe3-b6ac-4b8b-a9c2-4e0a88be94fe,Denmark,Mathias Jensen,65.87464682645003,14.303146506975306,0,0,1,0,0,0,0,1,Midfielder,0
3f92e039-be0b-4352-a2a5-f8d1521d4307,Denmark,Andreas Skov Olsen,34.966879445668845,16.70269439342048,0,0,1,0,0,0,0,0,Forward,0
